CustomerID,Recency,Frequency,MonetaryValue,Length,R,F,M,L,RFM_segment,RFM_score
12572.0,9,1,51.0,43.0,4,4,4,5,4445,17
12576.0,36,3,54.08,60.666666666666664,3,4,4,2,3442,13
12577.0,35,1,1.65,0.0,3,5,3,1,3531,12
12582.0,239,1,10.2,49.0,1,2,3,5,1235,11
12583.0,3,13,507.88,22.46153846153846,5,5,5,1,5551,16
12584.0,4,7,106.65,25.428571428571427,5,4,5,2,5452,16
12590.0,211,1,523.0,0.0,1,4,5,5,1455,15
12593.0,109,1,16.5,21.0,2,2,2,4,2224,10
12594.0,38,8,317.58000000000004,25.875,3,4,5,2,3452,14
12597.0,19,1,12.48,21.0,4,5,5,2,4552,16
12598.0,10,6,174.78,30.333333333333332,4,5,5,2,4552,16
12599.0,127,4,160.2,24.5,2,4,4,2,2442,12
12600.0,29,9,271.2,37.666666666666664,3,4,5,1,3451,13
12601.0,190,4,160.8,35.25,1,2,3,4,1234,10
12610.0,23,4,224.79999999999998,25.25,3,4,5,4,3454,16
12613.0,198,3,45.33,21.333333333333332,1,5,5,3,1553,14
12615.0,2,2,186.84,34.5,5,4,5,3,5453,17
12619.0,16,7,502.5,22.714285714285715,4,4,5,2,4452,15
12620.0,15,1,10.2,66.0,4,4,4,3,4443,15
12621.0,2,19,598.83,18.63157894736842,5,5,5,1,5551,16
12624.0,106,1,15.299999999999999,71.0,2,3,3,5,2335,13
12626.0,23,7,155.78,20.857142857142858,3,5,5,1,3551,14
12627.0,11,6,195.17,21.166666666666668,4,5,5,4,4554,18
12628.0,4,2,27.84,29.5,5,3,3,5,5335,16
12630.0,10,1,35.400000000000006,34.0,4,4,4,5,4445,17
12633.0,59,2,14.879999999999999,68.5,2,4,5,2,2452,13
12635.0,90,1,17.4,65.0,2,4,4,5,2445,15
12637.0,67,7,121.82000000000001,24.571428571428573,2,5,5,2,2552,14
12640.0,24,2,47.88,28.5,3,3,4,5,3345,15
12642.0,25,2,106.3,41.0,3,3,4,4,3344,14
12643.0,128,4,150.96,22.5,2,2,5,3,2253,12
12646.0,5,1,27.04,44.0,5,3,4,5,5345,17
12647.0,22,10,389.28000000000003,25.0,4,5,5,1,4551,15
12649.0,107,1,15.299999999999999,0.0,2,3,3,4,2334,12
12654.0,11,2,33.7,13.0,4,3,3,2,4332,12
12656.0,17,3,127.53999999999999,42.666666666666664,4,5,5,3,4553,17
12657.0,11,3,134.0,22.0,4,3,4,5,4345,16
12662.0,1,10,187.4,36.8,5,5,5,1,5551,16
12664.0,8,6,1309.8000000000002,22.0,5,3,5,1,5351,14
12668.0,259,2,55.2,48.0,1,5,5,1,1551,12
12669.0,249,1,1136.3,7.0,1,4,5,4,1454,14
12670.0,10,3,211.44,40.0,4,4,5,3,4453,16
12674.0,39,2,128.88,45.0,3,4,4,3,3443,14
12676.0,25,5,115.14,56.8,3,3,4,2,3342,12
12678.0,42,11,2356.54,27.727272727272727,3,5,5,1,3551,14
12679.0,59,1,36.0,29.0,2,3,4,2,2342,11
12680.0,73,2,34.8,19.5,2,3,3,4,2334,12
12681.0,15,20,717.56,13.4,4,5,5,1,4551,15
12682.0,4,30,1205.39,11.766666666666667,5,5,5,1,5551,16
12683.0,4,13,479.44,21.384615384615383,5,5,5,1,5551,16
12684.0,8,5,126.47999999999999,19.4,5,4,5,3,5453,17
12685.0,28,5,119.42,12.6,3,5,5,5,3555,18
12691.0,28,3,204.59999999999997,23.0,3,3,4,1,3341,11
12693.0,212,2,51.3,53.5,1,3,3,3,1333,10
12695.0,7,2,66.5,49.5,5,2,3,3,5233,13
12697.0,131,1,80.0,37.0,2,3,4,4,2344,13
12700.0,8,2,35.8,58.0,5,5,5,3,5553,18
12704.0,7,7,300.78,22.571428571428573,5,4,5,3,5453,17
12705.0,15,6,153.6,24.5,4,5,5,1,4551,15
12708.0,30,8,136.8,32.125,3,5,5,1,3551,14
12709.0,15,14,515.75,24.642857142857142,4,5,5,1,4551,15
12710.0,97,2,25.0,51.5,2,4,4,4,2444,14
12712.0,29,12,551.75,28.0,3,5,5,1,3551,14
12714.0,180,1,20.8,27.0,1,5,5,2,1552,13
12719.0,5,1,17.0,59.0,5,3,3,5,5335,16
12720.0,3,24,469.61,14.916666666666666,5,5,5,1,5551,16
12721.0,32,4,72.1,54.25,3,5,5,1,3551,14
12722.0,85,3,48.15,21.0,2,3,4,5,2345,14
12723.0,4,4,68.52,15.0,5,4,3,5,5435,17
12726.0,28,5,126.12,45.4,3,5,5,1,3551,14
12727.0,282,3,68.80000000000001,12.666666666666666,1,5,5,1,1551,12
12728.0,257,2,33.6,37.0,1,3,3,2,1332,9
12731.0,24,11,1268.76,30.636363636363637,3,5,5,1,3551,14
12735.0,315,1,44.75,21.0,1,3,3,5,1335,12
12739.0,78,1,37.5,20.0,2,3,4,5,2345,14
12743.0,134,1,17.0,0.0,2,5,3,5,2535,15
12744.0,52,4,6367.49,18.0,3,5,5,2,3552,15
12747.0,2,10,658.89,36.3,5,4,5,1,5451,15
12748.0,1,209,3839.61,1.4258373205741626,5,5,5,1,5551,16
12749.0,4,2,46.2,9.0,5,5,5,3,5553,18
12753.0,248,3,379.49999999999994,37.333333333333336,1,5,5,1,1551,12
12754.0,236,3,125.46,24.0,1,4,5,5,1455,15
12757.0,16,11,3841.85,10.181818181818182,4,5,5,3,4553,17
12762.0,8,1,19.799999999999997,17.0,5,4,4,5,5445,18
12766.0,4,4,88.25999999999999,44.5,5,5,5,1,5551,16
12775.0,190,3,77.1,40.0,1,4,4,2,1442,11
12778.0,20,3,63.7,31.666666666666668,4,3,3,2,4332,12
12779.0,190,6,229.0,29.666666666666668,1,5,5,1,1551,12
12782.0,254,2,27.02,51.5,1,4,5,1,1451,11
12783.0,2,5,639.4399999999999,14.2,5,4,5,5,5455,19
12784.0,9,1,56.0,6.0,4,3,3,5,4335,15
12793.0,335,1,33.0,36.0,1,2,3,5,1235,11
12794.0,53,1,2.88,45.0,3,3,3,5,3335,14
12798.0,10,1,3651.6,34.0,4,1,5,3,4153,13
12811.0,261,2,42.0,11.0,1,3,3,5,1335,12
12815.0,148,1,17.4,50.0,2,3,4,5,2345,14
12820.0,3,2,30.0,35.5,5,4,4,1,5441,14
12822.0,71,1,10.4,16.0,2,3,4,5,2345,14
12823.0,75,3,1224.0,31.0,2,1,4,3,2143,10
12826.0,3,4,67.8,28.75,5,4,4,1,5441,14
12827.0,6,2,74.25,19.0,5,2,2,5,5225,14
12828.0,3,5,127.8,25.0,5,3,4,4,5344,16
12829.0,337,1,79.9,23.0,1,1,2,5,1125,9
12830.0,38,5,1738.08,26.2,3,3,5,4,3354,15
12832.0,32,1,2.9,65.0,3,2,2,5,3225,12
12836.0,312,1,15.9,0.0,1,5,5,2,1552,13
12839.0,3,12,207.71,22.583333333333332,5,5,5,1,5551,16
12840.0,144,3,105.6,27.0,2,4,5,4,2454,15
12841.0,5,23,321.64,15.478260869565217,5,5,5,1,5551,16
12843.0,160,6,83.55,16.833333333333332,1,4,4,3,1443,12
12845.0,267,3,283.54999999999995,7.333333333333333,1,2,2,5,1225,10
12853.0,135,3,86.7,0.0,2,4,4,3,2443,13
12856.0,8,5,34.63,10.8,5,5,5,5,5555,20
12867.0,26,6,43.24,55.0,3,5,5,1,3551,14
12868.0,186,5,94.25,37.0,1,4,4,3,1443,12
12872.0,327,1,8.7,38.0,1,4,3,5,1435,13
12877.0,4,11,341.99,31.636363636363637,5,5,4,1,5541,15
12878.0,236,1,30.0,29.0,1,3,3,5,1335,12
12879.0,45,2,131.51999999999998,23.0,3,1,3,5,3135,12
12882.0,9,1,141.6,24.0,4,1,4,5,4145,14
12883.0,25,3,54.0,21.333333333333332,3,3,3,5,3335,14
12885.0,63,2,23.6,30.0,2,4,4,5,2445,15
12888.0,214,1,81.36,41.0,1,1,2,5,1125,9
12891.0,186,1,85.0,35.0,1,1,2,4,1124,8
12895.0,42,1,15.0,44.0,3,2,2,5,3225,12
12901.0,9,27,9200.45,9.222222222222221,4,4,5,2,4452,15
12906.0,12,3,127.56,22.0,4,4,5,5,4455,18
12909.0,40,3,79.68,33.0,3,4,5,3,3453,15
12910.0,23,7,345.06,31.0,3,4,5,3,3453,15
12912.0,3,4,324.84000000000003,8.75,5,2,4,5,5245,16
12913.0,5,3,65.16,31.666666666666668,5,3,5,1,5351,14
12916.0,139,3,171.5,60.0,2,4,5,3,2453,14
12919.0,8,4,211.3,18.75,5,3,4,3,5343,15
12921.0,9,35,986.21,10.085714285714285,4,5,5,1,4551,15
12924.0,276,1,7.95,51.0,1,3,4,2,1342,10
12925.0,5,1,15.299999999999999,70.0,5,3,3,5,5335,16
12928.0,35,1,34.56,10.0,3,4,5,1,3451,13
12931.0,22,13,3790.58,19.53846153846154,4,4,5,1,4451,14
12935.0,2,4,58.33,29.25,5,5,5,1,5551,16
12936.0,17,3,129.46,20.0,4,4,4,5,4445,17
12937.0,15,2,18.550000000000004,62.5,4,4,4,2,4442,14
12939.0,64,6,1438.6399999999999,22.333333333333332,2,3,5,2,2352,12
12940.0,55,1,8.3,33.0,3,4,3,5,3435,15
12942.0,131,1,7.5,66.0,2,4,3,2,2432,11
12947.0,144,4,199.2,31.5,2,4,4,2,2442,12
12948.0,16,5,153.1,27.6,4,4,5,2,4452,15
12949.0,114,5,80.72,12.4,2,5,5,3,2553,15
12950.0,2,2,81.0,10.5,5,2,4,5,5245,16
12951.0,174,4,69.84,38.5,1,4,4,1,1441,10
12952.0,6,3,56.46,24.0,5,4,4,5,5445,18
12955.0,1,10,260.14,26.3,5,5,5,2,5552,17
12957.0,10,5,83.76,26.0,4,5,5,1,4551,15
12963.0,8,6,155.15,12.166666666666666,5,4,4,1,5441,14
12967.0,358,1,67.5,13.0,1,2,4,5,1245,12
12970.0,7,2,4.199999999999999,0.0,5,5,2,1,5521,13
12971.0,4,82,3877.24,4.060975609756097,5,5,5,1,5551,16
12980.0,158,8,2506.1400000000003,24.375,2,2,5,3,2253,12
12985.0,1,1,34.2,27.0,5,4,4,5,5445,18
12989.0,3,14,3143.91,25.357142857142858,5,4,5,1,5451,15
12997.0,22,1,20.88,66.0,4,4,4,2,4442,14
12999.0,196,2,102.0,24.0,1,2,2,5,1225,10
13001.0,4,11,872.57,16.454545454545453,5,5,5,1,5551,16
13003.0,106,2,90.0,54.0,2,1,1,4,2114,8
13004.0,12,17,245.35,19.88235294117647,4,5,5,1,4551,15
13012.0,9,6,86.07000000000001,34.333333333333336,4,4,4,2,4442,14
13013.0,1,11,217.70000000000002,22.0,5,5,5,1,5551,16
13014.0,11,9,375.7,29.666666666666668,4,4,5,2,4452,15
13015.0,197,3,73.2,17.0,1,5,5,3,1553,14
13016.0,73,2,47.16,24.5,2,3,3,5,2335,13
13018.0,16,25,454.82,10.8,4,5,5,2,4552,16
13021.0,4,6,186.3,26.833333333333332,5,5,5,1,5551,16
13023.0,64,1,31.8,65.0,2,3,3,5,2335,13
13026.0,1,3,209.76,48.0,5,3,4,2,5342,14
13027.0,114,3,960.0,25.333333333333332,2,2,5,2,2252,11
13028.0,23,1,9.48,22.0,3,3,3,5,3335,14
13032.0,52,1,16.5,34.0,3,4,4,5,3445,16
13037.0,219,1,15.600000000000001,36.0,1,3,3,4,1334,11
13040.0,9,1,9.36,24.0,4,3,3,5,4335,15
13047.0,32,8,123.95,42.5,3,5,5,1,3551,14
13050.0,15,16,297.97,21.375,4,5,5,1,4551,15
13055.0,78,1,17.4,0.0,2,4,4,4,2444,14
13058.0,25,1,123.75,33.0,3,1,2,4,3124,10
13064.0,88,1,11.8,64.0,2,4,4,1,2441,11
13066.0,24,1,17.700000000000003,7.0,3,3,2,5,3325,13
13069.0,1,23,311.11,15.652173913043478,5,5,5,1,5551,16
13077.0,290,1,2.5,0.0,1,4,3,1,1431,9
13078.0,3,25,1246.18,14.16,5,5,5,1,5551,16
13079.0,4,4,178.60000000000002,33.5,5,1,1,4,5114,11
13081.0,12,8,169.95999999999998,21.625,4,5,5,1,4551,15
13082.0,126,8,154.2,26.125,2,4,5,3,2453,14
13083.0,4,1,34.0,71.0,5,2,2,5,5225,14
13089.0,3,92,4748.02,3.619565217391304,5,5,5,1,5551,16
13090.0,9,13,737.4399999999999,27.53846153846154,4,5,5,1,4551,15
13092.0,212,2,35.25,32.0,1,2,2,2,1222,7
13093.0,276,7,592.9,13.428571428571429,1,5,5,4,1554,15
13094.0,21,10,734.7,26.8,4,2,4,1,4241,11
13097.0,33,9,256.91,36.0,3,5,5,1,3551,14
13098.0,1,27,1772.5,11.222222222222221,5,5,5,1,5551,16
13102.0,1,23,722.14,15.434782608695652,5,5,5,1,5551,16
13104.0,3,3,139.56,42.666666666666664,5,2,4,1,5241,12
13107.0,44,1,8.4,41.0,3,4,4,2,3442,13
13110.0,31,4,46.29,18.5,3,5,4,2,3542,14
13113.0,1,23,2616.6,15.347826086956522,5,5,5,1,5551,16
13115.0,12,2,32.1,23.0,4,4,5,3,4453,16
13117.0,218,5,80.48,30.6,1,4,4,1,1441,10
13118.0,20,3,111.1,26.333333333333332,4,4,4,2,4442,14
13126.0,5,6,107.27,29.833333333333332,5,5,5,1,5551,16
13131.0,23,1,10.0,47.0,3,3,4,3,3343,13
13133.0,274,1,9.95,30.0,1,1,1,5,1115,8
13134.0,184,2,57.3,28.0,1,4,4,3,1443,12
13136.0,56,4,85.6,38.5,2,5,5,3,2553,15
13137.0,11,6,28.47,30.0,4,5,5,2,4552,16
13138.0,22,3,50.620000000000005,36.666666666666664,4,4,4,1,4441,13
13139.0,16,5,245.70000000000002,27.2,4,5,5,2,4552,16
13140.0,108,1,8.4,7.0,2,3,2,2,2322,9
13141.0,214,2,27.2,10.0,1,5,5,2,1552,13
13145.0,40,2,163.8,43.5,3,1,3,1,3131,8
13147.0,10,3,594.0,29.333333333333332,4,1,3,4,4134,12
13148.0,29,9,152.5,17.22222222222222,3,5,5,1,3551,14
13149.0,106,1,10.2,43.0,2,4,4,2,2442,12
13155.0,33,2,59.9,43.5,3,4,4,1,3441,12
13157.0,241,1,16.5,57.0,1,4,4,2,1442,11
13158.0,95,2,49.5,30.0,2,4,4,2,2442,12
13159.0,9,3,25.409999999999997,35.0,4,4,4,4,4444,16
13162.0,122,2,8.31,55.5,2,4,4,3,2443,13
13167.0,19,3,56.81999999999999,41.0,4,4,3,4,4434,15
13168.0,292,1,1.25,26.0,1,5,4,2,1542,12
13171.0,22,1,6.959999999999999,27.0,4,3,2,2,4322,11
13174.0,316,1,7.95,52.0,1,5,5,1,1551,12
13178.0,26,10,335.58000000000004,32.9,3,5,5,1,3551,14
13183.0,8,7,156.8,35.57142857142857,5,4,5,1,5451,15
13184.0,131,8,56.4,19.375,2,5,4,2,2542,13
13186.0,40,2,60.36000000000001,44.0,3,4,4,4,3444,15
13196.0,11,1,8.4,0.0,4,4,4,2,4442,14
13198.0,121,3,44.1,49.0,2,5,5,1,2551,13
13199.0,4,35,3283.2400000000002,9.885714285714286,5,4,5,1,5451,15
13200.0,19,3,92.25,35.0,4,3,3,4,4334,14
13203.0,10,1,9.48,29.0,4,3,3,2,4332,12
13208.0,59,4,52.029999999999994,38.0,2,5,4,2,2542,13
13209.0,30,4,137.67000000000002,12.5,3,5,5,1,3551,14
13212.0,20,2,5.2,20.5,4,5,3,5,4535,17
13213.0,57,4,124.72000000000001,35.25,2,4,4,4,2444,14
13217.0,122,2,209.94000000000003,16.5,2,1,3,5,2135,11
13220.0,186,2,250.20000000000002,25.0,1,2,3,3,1233,9
13223.0,200,1,15.0,31.0,1,1,1,5,1115,8
13225.0,3,4,912.7,49.75,5,3,5,1,5351,14
13230.0,4,14,52.98,17.5,5,5,5,1,5551,16
13232.0,13,4,42.7,18.5,4,5,4,2,4542,15
13238.0,17,1,104.0,5.0,4,3,3,1,4331,11
13242.0,214,1,20.8,0.0,1,1,2,4,1124,8
13246.0,176,3,198.45,22.333333333333332,1,5,4,1,1541,11
13247.0,18,3,89.85000000000001,21.0,4,2,3,5,4235,14
13248.0,125,1,9.959999999999999,64.0,2,2,2,5,2225,11
13249.0,92,1,139.2,0.0,2,2,3,3,2233,10
13258.0,12,1,16.5,11.0,4,3,3,3,4333,13
13261.0,269,1,99.0,17.0,1,1,4,5,1145,11
13263.0,1,34,186.53,9.0,5,5,5,1,5551,16
13265.0,53,3,119.52000000000001,41.333333333333336,3,4,5,3,3453,15
13266.0,11,11,371.22,21.90909090909091,4,5,5,2,4552,16
13267.0,3,17,314.96,21.058823529411764,5,5,5,1,5551,16
13268.0,18,9,65.78,18.0,4,5,5,2,4552,16
13269.0,1,13,264.14,19.53846153846154,5,5,5,1,5551,16
13272.0,31,1,17.700000000000003,58.0,3,2,2,5,3225,12
13276.0,64,1,16.6,36.0,2,3,3,5,2335,13
13277.0,16,2,50.0,13.0,4,1,2,4,4124,11
13280.0,316,1,12.5,20.0,1,4,3,3,1433,11
13282.0,162,1,91.80000000000001,58.0,1,3,4,3,1343,11
13285.0,161,2,36.45,64.0,1,5,5,2,1552,13
13294.0,190,1,22.5,59.0,1,3,3,5,1335,12
13297.0,8,3,124.74,19.666666666666668,5,4,5,5,5455,19
13301.0,104,3,34.92,62.333333333333336,2,4,3,3,2433,12
13305.0,4,7,148.69,27.0,5,4,4,1,5441,14
13308.0,23,1,9.36,29.0,3,3,4,3,3343,13
13309.0,7,2,37.3,40.0,5,4,4,1,5441,14
13313.0,22,1,20.8,13.0,4,4,4,1,4441,13
13314.0,2,2,17.18,35.5,5,4,3,5,5435,17
13316.0,37,2,66.21,47.0,3,4,5,3,3453,15
13317.0,199,2,47.4,20.0,1,5,5,2,1552,13
13318.0,1,2,187.92000000000002,17.5,5,2,3,5,5235,15
13319.0,5,24,607.89,14.666666666666666,5,5,5,1,5551,16
13320.0,78,2,23.5,14.0,2,4,4,4,2444,14
13321.0,72,1,232.0,14.0,2,1,3,5,2135,11
13323.0,3,4,395.1,20.0,5,2,3,4,5234,14
13324.0,36,8,839.4000000000001,26.125,3,4,5,1,3451,13
13327.0,113,5,241.3,35.4,2,4,5,1,2451,12
13340.0,45,5,602.38,19.8,3,5,5,2,3552,15
13344.0,68,1,13.200000000000001,0.0,2,4,5,3,2453,14
13350.0,16,1,61.199999999999996,63.0,4,3,4,5,4345,16
13362.0,9,2,39.3,42.0,4,5,5,2,4552,16
13363.0,18,1,19.5,26.0,4,4,4,5,4445,17
13376.0,204,1,33.0,30.0,1,3,4,4,1344,12
13379.0,26,2,7.199999999999999,54.5,3,4,3,4,3434,14
13381.0,32,4,84.67999999999999,43.5,3,5,5,2,3552,15
13384.0,31,6,171.20000000000002,24.166666666666668,3,5,5,4,3554,17
13389.0,11,1,15.0,63.0,4,3,3,3,4333,13
13394.0,2,7,136.83,43.57142857142857,5,5,5,1,5551,16
13397.0,73,2,124.25,40.5,2,3,4,2,2342,11
13408.0,2,57,4181.78,6.192982456140351,5,5,5,1,5551,16
13410.0,24,2,72.80000000000001,39.0,3,2,4,2,3242,11
13414.0,134,1,46.8,23.0,2,2,4,3,2243,11
13416.0,44,1,68.0,37.0,3,2,3,5,3235,13
13418.0,12,16,344.78999999999996,15.4375,4,5,5,1,4551,15
13420.0,150,1,16.8,20.0,2,1,1,5,2115,9
13425.0,108,1,15.0,60.0,2,4,4,3,2443,13
13426.0,1,7,279.76,25.571428571428573,5,5,5,1,5551,16
13429.0,11,3,44.2,20.666666666666668,4,4,4,5,4445,17
13430.0,19,1,51.0,67.0,4,3,3,5,4335,15
13431.0,67,1,23.8,21.0,2,3,4,5,2345,14
13434.0,74,1,177.60000000000002,22.0,2,1,3,5,2135,11
13435.0,5,6,206.47,30.166666666666668,5,4,5,3,5453,17
13437.0,14,6,93.24,28.833333333333332,4,5,5,3,4553,17
13447.0,23,2,23.8,6.0,3,4,4,5,3445,16
13448.0,17,3,54.6,24.0,4,5,5,1,4551,15
13450.0,27,5,100.56,37.8,3,4,4,3,3443,14
13451.0,211,2,11.4,61.5,1,5,5,1,1551,12
13452.0,259,1,295.0,11.0,1,1,3,5,1135,10
13456.0,18,4,317.40000000000003,23.75,4,4,4,3,4443,15
13458.0,7,13,342.16,26.615384615384617,5,5,5,1,5551,16
13460.0,29,1,12.48,20.0,3,2,1,5,3215,11
13461.0,139,1,72.0,25.0,2,2,4,4,2244,12
13467.0,11,1,17.0,25.0,4,4,4,5,4445,17
13468.0,2,36,851.87,9.777777777777779,5,5,5,1,5551,16
13470.0,99,1,16.5,15.0,2,1,1,5,2115,9
13471.0,1,3,63.65,15.0,5,5,5,5,5555,20
13475.0,191,3,63.18000000000001,35.333333333333336,1,4,4,4,1444,13
13477.0,38,3,64.82,30.666666666666668,3,4,4,2,3442,13
13479.0,201,1,30.0,33.0,1,2,2,5,1225,10
13481.0,46,3,46.35,42.0,3,4,4,3,3443,14
13486.0,78,2,27.1,38.0,2,4,4,4,2444,14
13488.0,17,12,216.32999999999998,28.833333333333332,4,5,5,1,4551,15
13489.0,105,2,234.24,28.5,2,1,2,3,2123,8
13491.0,247,7,105.36,17.285714285714285,1,4,4,1,1441,10
13492.0,136,2,29.7,38.5,2,3,4,4,2344,13
13493.0,275,1,99.0,11.0,1,1,3,5,1135,10
13495.0,8,2,77.58,18.0,5,3,4,1,5341,13
13499.0,18,3,105.03999999999999,33.0,4,3,4,2,4342,13
13500.0,23,1,15.7,12.0,3,4,4,4,3444,15
13502.0,275,1,9.36,48.0,1,2,2,1,1221,6
13505.0,167,2,66.6,32.5,1,5,5,3,1553,14
13506.0,316,1,16.8,53.0,1,2,2,5,1225,10
13507.0,98,2,55.599999999999994,23.5,2,5,5,4,2554,16
13509.0,9,5,188.5,33.6,4,3,4,2,4342,13
13510.0,1,2,34.739999999999995,46.0,5,4,4,3,5443,16
13515.0,73,2,25.14,37.0,2,4,3,3,2433,12
13516.0,21,1,180.0,51.0,4,3,4,3,4343,14
13517.0,60,1,19.8,47.0,2,5,5,4,2554,16
